"Kode";"Bezeichnung1";"Bezeichnung2";"Bezeichnung3";"Kapitel";"Version"
"A31.80";"Disseminierte atypische Mykobakteriose";"Infektion durch sonstige Mykobakterien";"Sonstige Infektionen durch Mykobakterien";"1";"2015"
"A31.88";"Sonstige Infektionen durch Mykobakterien";"Infektion durch sonstige Mykobakterien";"Sonstige Infektionen durch Mykobakterien";"1";"2015"
"A31.9";"Infektion durch Mykobakterien, nicht näher bezeichnet";"Infektion durch sonstige Mykobakterien";"Infektion durch Mykobakterien, nicht näher bezeichnet";"1";"2015"
"A32";"Listeriose";"Listeriose";"";"1";"2015"
"A32.0";"Kutane Listeriose";"Listeriose";"Kutane Listeriose";"1";"2015"
"A32.1";"Meningitis und Meningoenzephalitis durch Listerien";"Listeriose";"Meningitis und Meningoenzephalitis durch Listerien";"1";"2015"
"A32.7";"Listeriensepsis";"Listeriose";"Listeriensepsis";"1";"2015"
"A32.8";"Sonstige Formen der Listeriose";"Listeriose";"Sonstige Formen der Listeriose";"1";"2015"
"A32.9";"Listeriose, nicht näher bezeichnet";"Listeriose";"Listeriose, nicht näher bezeichnet";"1";"2015"
"A33";"Tetanus neonatorum";"Tetanus neonatorum";"";"1";"2015"
"A34";"Tetanus während der Schwangerschaft, der Geburt und des Wochenbettes";"Tetanus während der Schwangerschaft, der Geburt und des Wochenbettes";"";"1";"2015"
"A35";"Sonstiger Tetanus";"Sonstiger Tetanus";"";"1";"2015"
"A36";"Diphtherie";"Diphtherie";"";"1";"2015"
"A36.0";"Rachendiphtherie";"Diphtherie";"Rachendiphtherie";"1";"2015"
"A36.1";"Nasenrachendiphtherie";"Diphtherie";"Nasenrachendiphtherie";"1";"2015"
"A36.2";"Kehlkopfdiphtherie";"Diphtherie";"Kehlkopfdiphtherie";"1";"2015"
"A36.3";"Hautdiphtherie";"Diphtherie";"Hautdiphtherie";"1";"2015"
"A36.8";"Sonstige Diphtherie";"Diphtherie";"Sonstige Diphtherie";"1";"2015"
"A36.9";"Diphtherie, nicht näher bezeichnet";"Diphtherie";"Diphtherie, nicht näher bezeichnet";"1";"2015"
"A37";"Keuchhusten";"Keuchhusten";"";"1";"2015"
"A37.0";"Keuchhusten durch Bordetella pertussis";"Keuchhusten";"Keuchhusten durch Bordetella pertussis";"1";"2015"
"A37.1";"Keuchhusten durch Bordetella parapertussis";"Keuchhusten";"Keuchhusten durch Bordetella parapertussis";"1";"2015"
"A37.8";"Keuchhusten durch sonstige Bordetella-Spezies";"Keuchhusten";"Keuchhusten durch sonstige Bordetella-Spezies";"1";"2015"
"A37.9";"Keuchhusten, nicht näher bezeichnet";"Keuchhusten";"Keuchhusten, nicht näher bezeichnet";"1";"2015"
"A38";"Scharlach";"Scharlach";"";"1";"2015"
"A39";"Meningokokkeninfektion";"Meningokokkeninfektion";"";"1";"2015"
"A39.0";"Meningokokkenmeningitis";"Meningokokkeninfektion";"Meningokokkenmeningitis";"1";"2015"
"A39.1";"Waterhouse-Friderichsen-Syndrom";"Meningokokkeninfektion";"Waterhouse-Friderichsen-Syndrom";"1";"2015"
"A39.2";"Akute Meningokokkensepsis";"Meningokokkeninfektion";"Akute Meningokokkensepsis";"1";"2015"
"A39.3";"Chronische Meningokokkensepsis";"Meningokokkeninfektion";"Chronische Meningokokkensepsis";"1";"2015"
"A39.4";"Meningokokkensepsis, nicht näher bezeichnet";"Meningokokkeninfektion";"Meningokokkensepsis, nicht näher bezeichnet";"1";"2015"
"A39.5";"Herzkrankheit durch Meningokokken";"Meningokokkeninfektion";"Herzkrankheit durch Meningokokken";"1";"2015"
"A39.8";"Sonstige Meningokokkeninfektionen";"Meningokokkeninfektion";"Sonstige Meningokokkeninfektionen";"1";"2015"
"A39.9";"Meningokokkeninfektion, nicht näher bezeichnet";"Meningokokkeninfektion";"Meningokokkeninfektion, nicht näher bezeichnet";"1";"2015"
"A40";"Streptokokkensepsis";"Streptokokkensepsis";"";"1";"2015"
"A40.0";"Sepsis durch Streptokokken, Gruppe A";"Streptokokkensepsis";"Sepsis durch Streptokokken, Gruppe A";"1";"2015"
"A40.1";"Sepsis durch Streptokokken, Gruppe B";"Streptokokkensepsis";"Sepsis durch Streptokokken, Gruppe B";"1";"2015"
"A40.2";"Sepsis durch Streptokokken, Gruppe D";"Streptokokkensepsis";"Sepsis durch Streptokokken, Gruppe D";"1";"2015"
"A40.3";"Sepsis durch Streptococcus pneumoniae";"Streptokokkensepsis";"Sepsis durch Streptococcus pneumoniae";"1";"2015"
"A40.8";"Sonstige Sepsis durch Streptokokken";"Streptokokkensepsis";"Sonstige Sepsis durch Streptokokken";"1";"2015"
"A40.9";"Sepsis durch Streptokokken, nicht näher bezeichnet";"Streptokokkensepsis";"Sepsis durch Streptokokken, nicht näher bezeichnet";"1";"2015"
"A41";"Sonstige Sepsis";"Sonstige Sepsis";"";"1";"2015"
"A41.0";"Sepsis durch Staphylococcus aureus";"Sonstige Sepsis";"Sepsis durch Staphylococcus aureus";"1";"2015"
"A41.1";"Sepsis durch sonstige näher bezeichnete Staphylokokken";"Sonstige Sepsis";"Sepsis durch sonstige näher bezeichnete Staphylokokken";"1";"2015"
"A41.2";"Sepsis durch nicht näher bezeichnete Staphylokokken";"Sonstige Sepsis";"Sepsis durch nicht näher bezeichnete Staphylokokken";"1";"2015"
"A41.3";"Sepsis durch Haemophilus influenzae";"Sonstige Sepsis";"Sepsis durch Haemophilus influenzae";"1";"2015"
"A41.4";"Sepsis durch Anaerobier";"Sonstige Sepsis";"Sepsis durch Anaerobier";"1";"2015"
"A41.5";"Sepsis durch sonstige gramnegative Erreger";"Sonstige Sepsis";"Sepsis durch sonstige gramnegative Erreger";"1";"2015"
"A41.51";"Sepsis: Escherichia coli [E. coli]";"Sonstige Sepsis";"Sepsis durch sonstige gramnegative Erreger";"1";"2015"
"A41.52";"Sepsis: Pseudomonas";"Sonstige Sepsis";"Sepsis durch sonstige gramnegative Erreger";"1";"2015"
"A41.58";"Sepsis: Sonstige gramnegative Erreger";"Sonstige Sepsis";"Sepsis durch sonstige gramnegative Erreger";"1";"2015"
"A41.8";"Sonstige näher bezeichnete Sepsis";"Sonstige Sepsis";"Sonstige näher bezeichnete Sepsis";"1";"2015"
"A41.9";"Sepsis, nicht näher bezeichnet";"Sonstige Sepsis";"Sepsis, nicht näher bezeichnet";"1";"2015"
"A42";"Aktinomykose";"Aktinomykose";"";"1";"2015"
"A42.0";"Aktinomykose der Lunge";"Aktinomykose";"Aktinomykose der Lunge";"1";"2015"
"A42.1";"Abdominale Aktinomykose";"Aktinomykose";"Abdominale Aktinomykose";"1";"2015"
"A42.2";"Zervikofaziale Aktinomykose";"Aktinomykose";"Zervikofaziale Aktinomykose";"1";"2015"
"A42.7";"Aktinomykotische Sepsis";"Aktinomykose";"Aktinomykotische Sepsis";"1";"2015"
"A42.8";"Sonstige Formen der Aktinomykose";"Aktinomykose";"Sonstige Formen der Aktinomykose";"1";"2015"
"A42.9";"Aktinomykose, nicht näher bezeichnet";"Aktinomykose";"Aktinomykose, nicht näher bezeichnet";"1";"2015"
"A43";"Nokardiose";"Nokardiose";"";"1";"2015"
"A43.0";"Pulmonale Nokardiose";"Nokardiose";"Pulmonale Nokardiose";"1";"2015"
"A43.1";"Nokardiose der Haut";"Nokardiose";"Nokardiose der Haut";"1";"2015"
"A43.8";"Sonstige Formen der Nokardiose";"Nokardiose";"Sonstige Formen der Nokardiose";"1";"2015"
"A43.9";"Nokardiose, nicht näher bezeichnet";"Nokardiose";"Nokardiose, nicht näher bezeichnet";"1";"2015"
"A44";"Bartonellose";"Bartonellose";"";"1";"2015"
"A44.0";"Systemische Bartonellose";"Bartonellose";"Systemische Bartonellose";"1";"2015"
"A44.1";"Kutane und mukokutane Bartonellose";"Bartonellose";"Kutane und mukokutane Bartonellose";"1";"2015"
"A44.8";"Sonstige Formen der Bartonellose";"Bartonellose";"Sonstige Formen der Bartonellose";"1";"2015"
"A44.9";"Bartonellose, nicht näher bezeichnet";"Bartonellose";"Bartonellose, nicht näher bezeichnet";"1";"2015"
"A46";"Erysipel [Wundrose]";"Erysipel [Wundrose]";"";"1";"2015"
"A48";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"";"1";"2015"
"A48.0";"Gasbrand [Gasödem]";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"Gasbrand [Gasödem]";"1";"2015"
"A48.1";"Legionellose mit Pneumonie";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"Legionellose mit Pneumonie";"1";"2015"
"A48.2";"Legionellose ohne Pneumonie [Pontiac-Fieber]";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"Legionellose ohne Pneumonie [Pontiac-Fieber]";"1";"2015"
"A48.3";"Syndrom des toxischen Schocks";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"Syndrom des toxischen Schocks";"1";"2015"
"A48.4";"Brazilian purpuric fever";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"Brazilian purpuric fever";"1";"2015"
"A48.8";"Sonstige näher bezeichnete bakterielle Krankheiten";"Sonstige bakterielle Krankheiten, anderenorts nicht klassifiziert";"Sonstige näher bezeichnete bakterielle Krankheiten";"1";"2015"
"A49";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"";"1";"2015"
"A49.0";"Staphylokokkeninfektion nicht näher bezeichneter Lokalisation";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"Staphylokokkeninfektion nicht näher bezeichneter Lokalisation";"1";"2015"
"A49.1";"Streptokokkeninfektion nicht näher bezeichneter Lokalisation";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"Streptokokkeninfektion nicht näher bezeichneter Lokalisation";"1";"2015"
"A49.2";"Infektion durch Haemophilus influenzae nicht näher bezeichneter Lokalisation";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"Infektion durch Haemophilus influenzae nicht näher bezeichneter Lokalisation";"1";"2015"
"A49.3";"Mykoplasmeninfektion nicht näher bezeichneter Lokalisation";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"Mykoplasmeninfektion nicht näher bezeichneter Lokalisation";"1";"2015"
"A49.8";"Sonstige bakterielle Infektionen nicht näher bezeichneter Lokalisation";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"Sonstige bakterielle Infektionen nicht näher bezeichneter Lokalisation";"1";"2015"
"A49.9";"Bakterielle Infektion, nicht näher bezeichnet";"Bakterielle Infektion nicht näher bezeichneter Lokalisation";"Bakterielle Infektion, nicht näher bezeichnet";"1";"2015"
"A50";"Syphilis connata";"Syphilis connata";"";"1";"2015"
"A50.0";"Floride konnatale Frühsyphilis";"Syphilis connata";"Floride konnatale Frühsyphilis";"1";"2015"
"A50.1";"Latente konnatale Frühsyphilis";"Syphilis connata";"Latente konnatale Frühsyphilis";"1";"2015"
"A50.2";"Konnatale Frühsyphilis, nicht näher bezeichnet";"Syphilis connata";"Konnatale Frühsyphilis, nicht näher bezeichnet";"1";"2015"
"A50.3";"Konnatale spätsyphilitische Augenkrankheit";"Syphilis connata";"Konnatale spätsyphilitische Augenkrankheit";"1";"2015"
"A50.4";"Konnatale spätauftretende Neurosyphilis [Juvenile Neurosyphilis]";"Syphilis connata";"Konnatale spätauftretende Neurosyphilis [Juvenile Neurosyphilis]";"1";"2015"
"A50.5";"Sonstige Formen der floriden konnatalen Spätsyphilis";"Syphilis connata";"Sonstige Formen der floriden konnatalen Spätsyphilis";"1";"2015"
"A50.6";"Latente konnatale Spätsyphilis";"Syphilis connata";"Latente konnatale Spätsyphilis";"1";"2015"
"A50.7";"Konnatale Spätsyphilis, nicht näher bezeichnet";"Syphilis connata";"Konnatale Spätsyphilis, nicht näher bezeichnet";"1";"2015"
"A50.9";"Syphilis connata, nicht näher bezeichnet";"Syphilis connata";"Syphilis connata, nicht näher bezeichnet";"1";"2015"
"A51";"Frühsyphilis";"Frühsyphilis";"";"1";"2015"
"A51.0";"Primärer syphilitischer Genitalaffekt";"Frühsyphilis";"Primärer syphilitischer Genitalaffekt";"1";"2015"
"A51.1";"Analer Primäraffekt bei Syphilis";"Frühsyphilis";"Analer Primäraffekt bei Syphilis";"1";"2015"
"A51.2";"Primäraffekt bei Syphilis, sonstige Lokalisationen";"Frühsyphilis";"Primäraffekt bei Syphilis, sonstige Lokalisationen";"1";"2015"
"A51.3";"Sekundäre Syphilis der Haut und der Schleimhäute";"Frühsyphilis";"Sekundäre Syphilis der Haut und der Schleimhäute";"1";"2015"
"A51.4";"Sonstige sekundäre Syphilis";"Frühsyphilis";"Sonstige sekundäre Syphilis";"1";"2015"
"A51.5";"Latente Frühsyphilis";"Frühsyphilis";"Latente Frühsyphilis";"1";"2015"
"A51.9";"Frühsyphilis, nicht näher bezeichnet";"Frühsyphilis";"Frühsyphilis, nicht näher bezeichnet";"1";"2015"
"A52";"Spätsyphilis";"Spätsyphilis";"";"1";"2015"
"A52.0";"Kardiovaskuläre Syphilis";"Spätsyphilis";"Kardiovaskuläre Syphilis";"1";"2015"
"A52.1";"Floride Neurosyphilis";"Spätsyphilis";"Floride Neurosyphilis";"1";"2015"
"A52.2";"Asymptomatische Neurosyphilis";"Spätsyphilis";"Asymptomatische Neurosyphilis";"1";"2015"
"A52.3";"Neurosyphilis, nicht näher bezeichnet";"Spätsyphilis";"Neurosyphilis, nicht näher bezeichnet";"1";"2015"
"A52.7";"Sonstige floride Spätsyphilis";"Spätsyphilis";"Sonstige floride Spätsyphilis";"1";"2015"
"A52.8";"Latente Spätsyphilis";"Spätsyphilis";"Latente Spätsyphilis";"1";"2015"
"A52.9";"Spätsyphilis, nicht näher bezeichnet";"Spätsyphilis";"Spätsyphilis, nicht näher bezeichnet";"1";"2015"
"A53";"Sonstige und nicht näher bezeichnete Syphilis";"Sonstige und nicht näher bezeichnete Syphilis";"";"1";"2015"
"A53.0";"Latente Syphilis, nicht als früh oder spät bezeichnet";"Sonstige und nicht näher bezeichnete Syphilis";"Latente Syphilis, nicht als früh oder spät bezeichnet";"1";"2015"
"A53.9";"Syphilis, nicht näher bezeichnet";"Sonstige und nicht näher bezeichnete Syphilis";"Syphilis, nicht näher bezeichnet";"1";"2015"
"A54";"Gonokokkeninfektion";"Gonokokkeninfektion";"";"1";"2015"
"A54.0";"Gonokokkeninfektion des unteren Urogenitaltraktes ohne periurethralen Abszess oder Abszess der Glandulae urethrales";"Gonokokkeninfektion";"Gonokokkeninfektion des unteren Urogenitaltraktes ohne periurethralen Abszess oder Abszess der Glandulae urethrales";"1";"2015"
"A54.1";"Gonokokkeninfektion des unteren Urogenitaltraktes mit periurethralem Abszess oder Abszess der Glandulae urethrales";"Gonokokkeninfektion";"Gonokokkeninfektion des unteren Urogenitaltraktes mit periurethralem Abszess oder Abszess der Glandulae urethrales";"1";"2015"
"A54.2";"Pelviperitonitis durch Gonokokken und Gonokokkeninfektionen sonstiger Urogenitalorgane";"Gonokokkeninfektion";"Pelviperitonitis durch Gonokokken und Gonokokkeninfektionen sonstiger Urogenitalorgane";"1";"2015"
"A54.3";"Gonokokkeninfektion des Auges";"Gonokokkeninfektion";"Gonokokkeninfektion des Auges";"1";"2015"
"A54.4";"Gonokokkeninfektion des Muskel-Skelett-Systems";"Gonokokkeninfektion";"Gonokokkeninfektion des Muskel-Skelett-Systems";"1";"2015"
"A54.5";"Gonokokkenpharyngitis";"Gonokokkeninfektion";"Gonokokkenpharyngitis";"1";"2015"
"A54.6";"Gonokokkeninfektion des Anus und des Rektums";"Gonokokkeninfektion";"Gonokokkeninfektion des Anus und des Rektums";"1";"2015"
"A54.8";"Sonstige Gonokokkeninfektionen";"Gonokokkeninfektion";"Sonstige Gonokokkeninfektionen";"1";"2015"
"A54.9";"Gonokokkeninfektion, nicht näher bezeichnet";"Gonokokkeninfektion";"Gonokokkeninfektion, nicht näher bezeichnet";"1";"2015"
"A55";"Lymphogranuloma inguinale (venereum) durch Chlamydien";"Lymphogranuloma inguinale (venereum) durch Chlamydien";"";"1";"2015"
"A56";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"";"1";"2015"
"A56.0";"Chlamydieninfektion des unteren Urogenitaltraktes";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"Chlamydieninfektion des unteren Urogenitaltraktes";"1";"2015"
"A56.1";"Chlamydieninfektion des Pelviperitoneums und sonstiger Urogenitalorgane";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"Chlamydieninfektion des Pelviperitoneums und sonstiger Urogenitalorgane";"1";"2015"
"A56.2";"Chlamydieninfektion des Urogenitaltraktes, nicht näher bezeichnet";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"Chlamydieninfektion des Urogenitaltraktes, nicht näher bezeichnet";"1";"2015"
"A56.3";"Chlamydieninfektion des Anus und des Rektums";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"Chlamydieninfektion des Anus und des Rektums";"1";"2015"
"A56.4";"Chlamydieninfektion des Pharynx";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"Chlamydieninfektion des Pharynx";"1";"2015"
"A56.8";"Durch Geschlechtsverkehr übertragene Chlamydieninfektion an sonstigen Lokalisationen";"Sonstige durch Geschlechtsverkehr übertragene Chlamydienkrankheiten";"Durch Geschlechtsverkehr übertragene Chlamydieninfektion an sonstigen Lokalisationen";"1";"2015"
"A57";"Ulcus molle (venereum)";"Ulcus molle (venereum)";"";"1";"2015"
"A58";"Granuloma venereum (inguinale)";"Granuloma venereum (inguinale)";"";"1";"2015"
"A59";"Trichomoniasis";"Trichomoniasis";"";"1";"2015"
"A59.0";"Trichomoniasis urogenitalis";"Trichomoniasis";"Trichomoniasis urogenitalis";"1";"2015"
"A59.8";"Sonstige Lokalisationen der Trichomoniasis";"Trichomoniasis";"Sonstige Lokalisationen der Trichomoniasis";"1";"2015"
"A59.9";"Trichomoniasis, nicht näher bezeichnet";"Trichomoniasis";"Trichomoniasis, nicht näher bezeichnet";"1";"2015"
"A60";"Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]";"Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]";"";"1";"2015"
"A60.0";"Infektion der Genitalorgane und des Urogenitaltraktes durch Herpesviren";"Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]";"Infektion der Genitalorgane und des Urogenitaltraktes durch Herpesviren";"1";"2015"
"A60.1";"Infektion der Perianalhaut und des Rektums durch Herpesviren";"Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]";"Infektion der Perianalhaut und des Rektums durch Herpesviren";"1";"2015"
"A60.9";"Infektion des Anogenitalbereiches durch Herpesviren, nicht näher bezeichnet";"Infektionen des Anogenitalbereiches durch Herpesviren [Herpes simplex]";"Infektion des Anogenitalbereiches durch Herpesviren, nicht näher bezeichnet";"1";"2015"
"A63";"Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert";"Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert";"";"1";"2015"
"A63.0";"Anogenitale (venerische) Warzen";"Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert";"Anogenitale (venerische) Warzen";"1";"2015"
"A63.8";"Sonstige näher bezeichnete, vorwiegend durch Geschlechtsverkehr übertragene Krankheiten";"Sonstige vorwiegend durch Geschlechtsverkehr übertragene Krankheiten, anderenorts nicht klassifiziert";"Sonstige näher bezeichnete, vorwiegend durch Geschlechtsverkehr übertragene Krankheiten";"1";"2015"
"A64";"Durch Geschlechtsverkehr übertragene Krankheiten, nicht näher bezeichnet";"Durch Geschlechtsverkehr übertragene Krankheiten, nicht näher bezeichnet";"";"1";"2015"
"A65";"Nichtvenerische Syphilis";"Nichtvenerische Syphilis";"";"1";"2015"
"A66";"Frambösie";"Frambösie";"";"1";"2015"
"A66.0";"Primärläsion bei Frambösie";"Frambösie";"Primärläsion bei Frambösie";"1";"2015"
"A66.1";"Multiple Papillome und Krabbenframbösie";"Frambösie";"Multiple Papillome und Krabbenframbösie";"1";"2015"
"A66.2";"Sonstige Hautläsionen im Frühstadium der Frambösie";"Frambösie";"Sonstige Hautläsionen im Frühstadium der Frambösie";"1";"2015"
"A66.3";"Hyperkeratose bei Frambösie";"Frambösie";"Hyperkeratose bei Frambösie";"1";"2015"
